"","season","week","order","contestant","song","artist","song_theme","result"
"2094","Season_15","songs_09",7,"Dalton Rapattoni","Everybody Wants to Rule the World","Tears For Fears","Judges Choice","Third place"
"2095","Season_15","songs_09",8,"La'Porsha Renae","Hello","Adele","Judges Choice","Safe"
"2096","Season_15","songs_09",9,"Trent Harmon","Waiting Game","BANKS","Judges Choice","Safe"
"2097","Season_15","songs_10",1,"Trent Harmon","Falling","Harry Styles","Original Single","Winner"
"2098","Season_15","songs_10",2,"La'Porsha Renae","Battles","The Afters","Original Single","Runner-up"
"2099","Season_15","songs_10",3,"Trent Harmon","If You Don't Know Me by Now","Harold Melvin & The Blue Notes,Teddy Pendergrass","Simon Fuller Choice","Winner"
"2100","Season_15","songs_10",4,"La'Porsha Renae","A House Is Not a Home","Luther Vandross","Simon Fuller Choice","Runner-up"
"2101","Season_15","songs_10",5,"Trent Harmon","Chandelier","Sia","Favorite Performance","Winner"
"2102","Season_15","songs_10",6,"La'Porsha Renae","Diamonds","Rihanna","Favorite Performance","Runner-up"
"2103","Season_16","songs_02",1,"Dominique, with —","Ain't Nobody","Chaka Khan",NA,"—"
"2104","Season_16","songs_02",1,"Catie Turner, with Andy Grammer","Good to Be Alive","Hallelujah",NA,"Advanced"
"2105","Season_16","songs_02",2,"Layla Spring, with —","A Broken Wing","Martina McBride",NA,"—"
"2106","Season_16","songs_02",2,"Cade Foehner, with Bishop Briggs","Never Tear Us Apart","INXS",NA,"Advanced"
"2107","Season_16","songs_02",3,"Catie Turner, with —","Call Me","Blondie",NA,"—"
"2108","Season_16","songs_02",3,"Layla Spring, with Sugarland","Stuck Like Glue","Sugarland",NA,"Eliminated"
"2109","Season_16","songs_02",4,"Dennis Lorenzo, with —","Rude","MAGIC!",NA,"—"
"2110","Season_16","songs_02",4,"Dominique, with Aloe Blacc","Wake Me Up","Green Day",NA,"Eliminated"
"2111","Season_16","songs_02",5,"Michelle Sussett, with —","If I Were a Boy","Beyoncé",NA,"—"
"2112","Season_16","songs_02",5,"Brandon Diaz, with Luis Fonsi","Despacito","Luis Fonsi,Daddy Yankee",NA,"Eliminated"
"2113","Season_16","songs_02",6,"Michael J. Woodard, with —","Golden Slumbers","The Beatles",NA,"—"
"2114","Season_16","songs_02",6,"Kay Kay, with Patrick Monahan","Drive By","Train",NA,"Eliminated"
"2115","Season_16","songs_02",7,"Trevor McBane, with —","Way Down We Go","KALEO",NA,"—"
"2116","Season_16","songs_02",7,"Trevor McBane, with Bishop Briggs","River","Leon Bridges",NA,"Eliminated"
"2117","Season_16","songs_02",8,"Jonny Brenns, with —","Georgia","Vance Joy",NA,"—"
"2118","Season_16","songs_02",8,"Michelle Sussett, with Luis Fonsi","I Can't Make You Love Me","Bonnie Raitt",NA,"Advanced"
"2119","Season_16","songs_02",9,"Kay Kay, with —","Love on the Brain","Rihanna",NA,"—"
"2120","Season_16","songs_02",9,"Jonny Brenns, with Andy Grammer","Back Home","Andy Grammer",NA,"Advanced"
"2121","Season_16","songs_02",10,"Brandon Diaz, with —","Hello","Adele",NA,"—"
"2122","Season_16","songs_02",10,"Dennis Lorenzo, with Allen Stone","Unaware","Allen Stone",NA,"Advanced"
"2123","Season_16","songs_02",11,"Gabby Barrett, with —","My Church","Maren Morris",NA,"—"
"2124","Season_16","songs_02",11,"Michael J. Woodard, with Patrick Monahan","Angel in Blue Jeans","Train",NA,"Advanced"
"2125","Season_16","songs_02",12,"Cade Foehner, with —","All Along the Watchtower","Bob Dylan",NA,"—"
"2126","Season_16","songs_02",12,"Gabby Barrett, with Sugarland","Stay","Rihanna,Mikky Ekko",NA,"Advanced"
"2127","Season_16","songs_03",1,"Amelia Hammer Harris, with —","Believer","Imagine Dragons",NA,"—"
"2128","Season_16","songs_03",1,"Caleb Lee Hutchinson, with Bebe Rexha","Meant to Be","Ryan McCartan,Barrett Wilbert Weed,Michelle Duffy",NA,"Advanced"
"2129","Season_16","songs_03",2,"Garrett Jacobs, with —","Treat You Better","Shawn Mendes",NA,"—"
"2130","Season_16","songs_03",2,"Ada Vox, with Lea Michele","Defying Gravity","Stephen Schwartz,Kristin Chenoweth,Idina Menzel,Stephen Oremus,Alex Lacamoire",NA,"Advanced"
"2131","Season_16","songs_03",3,"Maddie Poppe, with —","Brand New Key","Melanie",NA,"—"
"2132","Season_16","songs_03",3,"Maddie Poppe, with Colbie Caillat","Bubbly","Colbie Caillat",NA,"Advanced"
"2133","Season_16","songs_03",4,"Ada Vox, with —","Feeling Good","Michael Bublé",NA,"—"
"2134","Season_16","songs_03",4,"Ron Bultongez, with Banners","Someone to You","BANNERS",NA,"Eliminated"
"2135","Season_16","songs_03",5,"Caleb Lee Hutchinson, with —","Die a Happy Man","Thomas Rhett",NA,"—"
"2136","Season_16","songs_03",5,"Amelia Hammer Harris, with Bebe Rexha","Me, Myself & I","G-Eazy,Bebe Rexha",NA,"Eliminated"
"2137","Season_16","songs_03",6,"Effie Passero, with —","Barracuda","Heart",NA,"—"
"2138","Season_16","songs_03",6,"Shannon O'Hara, with Cam","Burning House","Cam",NA,"Eliminated"
"2139","Season_16","songs_03",7,"Alyssa Raghu, with —","Stay","Rihanna,Mikky Ekko",NA,"—"
"2140","Season_16","songs_03",7,"Alyssa Raghu, with Banners","Yellow","Coldplay",NA,"Eliminated"
"2141","Season_16","songs_03",8,"Marcio Donaldson, with —","Inseparable","Jonas Brothers",NA,"—"
"2142","Season_16","songs_03",8,"Marcio Donaldson, with Allen Stone","What's Going On","Marvin Gaye",NA,"Advanced"
"2143","Season_16","songs_03",9,"Mara Justine, with —","Run to You","Bryan Adams",NA,"—"
"2144","Season_16","songs_03",9,"Jurnee, with Lea Michele","Run to You","Bryan Adams",NA,"Advanced"
"2145","Season_16","songs_03",10,"Jurnee, with —","Flashlight","The Front Bottoms",NA,"—"
"2146","Season_16","songs_03",10,"Garrett Jacobs, with Colbie Caillat","Lucky","Elle King",NA,"Advanced"
"2147","Season_16","songs_03",11,"Shannon O'Hara, with —","All I Ask","Andrew Lloyd Webber,Patrick Wilson,Emmy Rossum",NA,"—"
"2148","Season_16","songs_03",11,"Mara Justine, with Rachel Platten","Fight Song","The Stanfields",NA,"Advanced"
"2149","Season_16","songs_03",12,"Ron Bultongez, with —","Dancing On My Own","Robyn",NA,"—"
"2150","Season_16","songs_03",12,"Effie Passero, with Cam","Diane","Cam",NA,"Eliminated"
"2151","Season_16","songs_04",1,"Caleb Lee Hutchinson","Midnight Train to Memphis","The Steeldrivers",NA,"Advanced"
"2152","Season_16","songs_04",1,"Maddie Poppe","Walk Like an Egyptian","The Bangles",NA,"Immune"
"2153","Season_16","songs_04",2,"Michelle Sussett","Friends","Chase Atlantic",NA,"Not Chosen"
"2154","Season_16","songs_04",2,"Michelle Sussett","I'm a Dreamer","original song",NA,"Judges' choice"
"2155","Season_16","songs_04",3,"Marcio Donaldson","It's a Miracle","Barry Manilow",NA,"Not Chosen"
"2156","Season_16","songs_04",3,"Marcio Donaldson","Jealous","Eyedress",NA,"Eliminated"
"2157","Season_16","songs_04",4,"Mara Justine","This Is Me","Keala Settle,The Greatest Showman Ensemble",NA,"Not Chosen"
"2158","Season_16","songs_04",4,"Cade Foehner","Bright Lights","Matchbox Twenty",NA,"Immune"
"2159","Season_16","songs_04",5,"Garrett Jacobs","Raging Fire","Pablo Cruise",NA,"Not Chosen"
"2160","Season_16","songs_04",5,"Garrett Jacobs","Have You Ever Seen the Rain?","Creedence Clearwater Revival",NA,"Eliminated"
"2161","Season_16","songs_04",6,"Ada Vox","The Show Must Go On","Queen",NA,"Not Chosen"
"2162","Season_16","songs_04",6,"Gabby Barrett","Little Red Wagon","Denise Gagne",NA,"Immune"
"2163","Season_16","songs_04",7,"Catie Turner","Take Me to Church","Hozier",NA,"Advanced"
"2164","Season_16","songs_04",7,"Dennis Lorenzo","This Woman's Work","Kate Bush",NA,"Judges' choice"
"2165","Season_16","songs_04",8,"Cade Foehner","Black Magic Woman","Santana",NA,"Advanced"
"2166","Season_16","songs_04",8,"Jonny Brenns","Demons","Imagine Dragons",NA,"Eliminated"
"2167","Season_16","songs_04",9,"Dennis Lorenzo","In My Blood","Shawn Mendes",NA,"Not Chosen"
"2168","Season_16","songs_04",9,"Caleb Lee Hutchinson","Gettin' You Home","NB Ridaz",NA,"Immune"
"2169","Season_16","songs_04",10,"Maddie Poppe","Homeward Bound","Simon & Garfunkel",NA,"Advanced"
"2170","Season_16","songs_04",10,"Mara Justine","Love on the Brain","Rihanna",NA,"Eliminated"
"2171","Season_16","songs_04",11,"Jurnee","Bang Bang","K'NAAN,Adam Levine",NA,"Not Chosen"
"2172","Season_16","songs_04",11,"Jurnee","Never Enough","Eminem,50 Cent,Nate Dogg",NA,"Judges' choice"
"2173","Season_16","songs_04",12,"Jonny Brenns","This Is Gospel","Panic! At The Disco",NA,"Not Chosen"
"2174","Season_16","songs_04",12,"Michael J. Woodard","Believe In Yourself","Friedrich Habetler",NA,"Immune"
"2175","Season_16","songs_04",13,"Michael J. Woodard","Titanium","Chloe Welch",NA,"Advanced"
"2176","Season_16","songs_04",13,"Catie Turner","Havana","Kidz Bop Kids",NA,"Immune"
"2177","Season_16","songs_04",14,"Gabby Barrett","The Climb","Miley Cyrus",NA,"Advanced"
"2178","Season_16","songs_04",14,"Ada Vox","And I Am Telling You I'm Not Going","Jennifer Holliday",NA,"Judges' choice"
"2179","Season_16","songs_05",1,"Maddie Poppe","The Bare Necessities","Phil Harris,Bruce Reitherman","The Jungle Book","Safe"
"2180","Season_16","songs_05",2,"Jurnee","How Far I'll Go","Alessia Cara","Moana","Safe"
"2181","Season_16","songs_05",3,"Cade Foehner","Kiss the Girl","Ashley Tisdale","The Little Mermaid","Safe"
"2182","Season_16","songs_05",4,"Ada Vox","Circle of Life","Carmen Twillie,Lebo M.","The Lion King","Eliminated"
"2183","Season_16","songs_05",5,"Michelle Sussett","Remember Me","Gael Garcia Bernal,Gabriella Flores,Libertad García Fonzi","Coco","Eliminated"
"2184","Season_16","songs_05",6,"Gabby Barrett","Colors of the Wind","Judy Kuhn","Pocahontas","Safe"
"2185","Season_16","songs_05",7,"Michael J. Woodard","Beauty and the Beast","Ariana Grande,John Legend","Beauty And The Beast","Safe"
"2186","Season_16","songs_05",8,"Caleb Lee Hutchinson","You've Got a Friend in Me","Carole King","Toy Story","Safe"
"2187","Season_16","songs_05",9,"Catie Turner","Once Upon a Dream","Lana Del Rey","Sleeping Beauty","Safe"
"2188","Season_16","songs_05",10,"Dennis Lorenzo","Can You Feel the Love Tonight","Elton John","The Lion King","Eliminated"
"2189","Season_16","songs_06",1,"Jurnee","Kiss","Prince","Prince Song","Eliminated"
"2190","Season_16","songs_06",2,"Gabby Barrett","I Hope You Dance","Lee Ann Womack","Birth Year Song","Safe"
"2191","Season_16","songs_06",3,"Michael J. Woodard","I Would Die 4 U","Prince","Prince Song","Safe"
"2192","Season_16","songs_06",4,"Cade Foehner","Who Will Save Your Soul","Jewel","Birth Year Song","Safe"
"2193","Season_16","songs_06",5,"Catie Turner","Oops!... I Did It Again","Britney Spears","Birth Year Song","Eliminated"
"2194","Season_16","songs_06",6,"Caleb Lee Hutchinson","Amazed","Lonestar","Birth Year Song","Safe"
"2195","Season_16","songs_06",7,"Maddie Poppe","Nothing Compares 2 U","Sinéad O'Connor","Prince Song","Safe"
"2196","Season_16","songs_06",8,"Michael J. Woodard","My Heart Will Go On","Céline Dion,James Horner","Birth Year Song","Safe"
"2197","Season_16","songs_06",9,"Cade Foehner","Jungle Love","Steve Miller Band","Prince Song","Safe"
"2198","Season_16","songs_06",10,"Gabby Barrett","How Come U Don't Call Me Anymore?","Prince","Prince Song","Safe"
"2199","Season_16","songs_06",11,"Jurnee","Back at One","Brian McKnight","Birth Year Song","Eliminated"
"2200","Season_16","songs_06",12,"Catie Turner","Manic Monday","The Bangles","Prince Song","Eliminated"
"2201","Season_16","songs_06",13,"Maddie Poppe","If It Makes You Happy","Sheryl Crow","Birth Year Song","Safe"
"2202","Season_16","songs_06",14,"Caleb Lee Hutchinson","When Doves Cry","Prince","Prince Song","Safe"
"2203","Season_16","songs_07",1,"Michael J. Woodard","Flat on the Floor","Nickelback","Carrie Underwood Song","Eliminated"
"2204","Season_16","songs_07",2,"Gabby Barrett","Last Name","Carrie Underwood","Carrie Underwood Song","Safe"
"2205","Season_16","songs_07",3,"Cade Foehner","Undo It","Carrie Underwood","Carrie Underwood Song","Eliminated"
"2206","Season_16","songs_07",4,"Caleb Lee Hutchinson","So Small","Carrie Underwood","Carrie Underwood Song","Safe"
"2207","Season_16","songs_07",5,"Maddie Poppe","I Told You So","Randy Travis","Carrie Underwood Song","Safe"
"2208","Season_16","songs_07",6,"Gabby Barrett","I Have Nothing","Whitney Houston","Mother Day Song","Safe"
"2209","Season_16","songs_07",7,"Cade Foehner","Simple Man","Lynyrd Skynyrd","Mother Day Song","Eliminated"
"2210","Season_16","songs_07",8,"Michael J. Woodard","Still I Rise","Young Wicked,Jamie Madrox,Rittz","Mother Day Song","Eliminated"
"2211","Season_16","songs_07",9,"Caleb Lee Hutchinson","Stars in Alabama","The Cannonball Adderley Quintet","Mother Day Song","Safe"
"2212","Season_16","songs_07",10,"Maddie Poppe","God Only Knows","The Beach Boys","Mother Day Song","Safe"
"2213","Season_16","songs_08",1,"Caleb Lee Hutchinson","Johnny Cash Heart","Johnny Cash","Winner Song","Runner-up"
"2214","Season_16","songs_08",2,"Gabby Barrett","Rivers Deep","Gabby Barrett","Winner Song","3rd Place"
"2215","Season_16","songs_08",3,"Maddie Poppe","Going Going Gone","original song","Winner Song","Winner"
"2216","Season_16","songs_08",4,"Caleb Lee Hutchinson","Don't Close Your Eyes","Keith Whitley","Reprise Song","Runner-up"
"2217","Season_16","songs_08",5,"Gabby Barrett","Little Red Wagon","Denise Gagne","Reprise Song","3rd Place"
"2218","Season_16","songs_08",6,"Maddie Poppe","Don't Ever Let Your Children Grow Up","original song","Reprise Song","Winner"
"2219","Season_17","songs_01",1,"Madison VanDenburg","Domino","Jessie J",NA,NA
"2220","Season_17","songs_01",2,"Shawn Robinson","Jealous","Eyedress",NA,NA
"2221","Season_17","songs_01",3,"Laine Hardy","Bring It On Home to Me","Sam Cooke",NA,NA
"2222","Season_17","songs_01",4,"Uché","Figures","KA$HDAMI",NA,NA
"2223","Season_17","songs_01",5,"Eddie Island","Ho Hey","The Lumineers",NA,NA
"2224","Season_17","songs_01",6,"Evelyn Cormier","Leaving on a Jet Plane","Peter, Paul and Mary",NA,NA
"2225","Season_17","songs_01",7,"Alyssa Raghu","Ain't It Fun","Paramore",NA,NA
"2226","Season_17","songs_01",8,"Ryan Hammond","You Say","Yuki Hayashi",NA,NA
"2227","Season_17","songs_01",9,"Raquel Trinidad","Lovefool","The Cardigans",NA,NA
"2228","Season_17","songs_01",10,"Logan Johnson","Love Don't Live Here Anymore","Rose Royce",NA,NA
"2229","Season_17","songs_01",11,"Dimitrius Graham","Hello","Adele",NA,NA
"2230","Season_17","songs_01",12,"Riley Thompson","Jolene","Dolly Parton",NA,NA
"2231","Season_17","songs_01",13,"Walker Burroughs","How Deep Is Your Love","Bee Gees",NA,NA
"2232","Season_17","songs_01",14,"Bumbly","Vision of Love","Mariah Carey",NA,NA
"2233","Season_17","songs_01",15,"Ashley Hess","Dreaming with a Broken Heart","John Mayer",NA,NA
"2234","Season_17","songs_01",16,"Alejandro Aranda","I Fall Apart","Post Malone",NA,NA
"2235","Season_17","songs_01",17,"Kate Barnette","Sunday Morning","Maroon 5",NA,NA
"2236","Season_17","songs_01",18,"Jeremiah Lloyd Harmon","Make You Feel My Love","Adele",NA,NA
"2237","Season_17","songs_01",19,"Laci Kaye Booth","I Want You to Want Me","Cheap Trick",NA,NA
"2238","Season_17","songs_01",20,"Wade Cota","All I Want","Paramore",NA,NA
"2239","Season_17","songs_02",1,"Walker Burroughs, with Jason Mraz","Have It All","Bethel Music,Brian Johnson,Lindsey Strand",NA,"Advanced"
"2240","Season_17","songs_02",1,"Alyssa Raghu, with Julia Michaels","Issues","Julia Michaels",NA,"Advanced"
"2241","Season_17","songs_02",2,"Kate Barnette, with Pat Benatar & Neil Giraldo","Heartbreaker","Pat Benatar",NA,"Eliminated"
"2242","Season_17","songs_02",2,"Eddie Island, with Lukas Graham","7 Years","Lukas Graham",NA,"Advanced"
"2243","Season_17","songs_02",3,"Riley Thompson, with Brett Young","Like I Loved You","Brett Young",NA,"Advanced"
"2244","Season_17","songs_02",3,"Wade Cota, with lovelytheband","Broken","Isak Danielson",NA,"Advanced"
"2245","Season_17","songs_02",4,"Uché, with Shaggy","I Need Your Love","Calvin Harris,Ellie Goulding",NA,"Advanced"
"2246","Season_17","songs_02",4,"Ryan Hammond, with Cynthia Erivo","Hold On, I'm Comin'","Sam & Dave",NA,"Eliminated"
"2247","Season_17","songs_02",5,"Madison VanDenburg, with Pat Benatar & Neil Giraldo","We Belong","Pat Benatar",NA,"Advanced"
"2248","Season_17","songs_02",5,"Evelyn Cormier, with Chris Isaak","Wicked Game","Chris Isaak",NA,"Advanced"
"2249","Season_17","songs_02",6,"Shawn Robinson, with Elle King","Proud Mary","Creedence Clearwater Revival",NA,"Eliminated"
"2250","Season_17","songs_02",6,"Logan Johnson, with Julia Michaels","What a Time","Julia Michaels,Niall Horan",NA,"Eliminated"
"2251","Season_17","songs_02",7,"Ashley Hess, with Jason Mraz","I'm Yours","Jason Mraz",NA,"Advanced"
"2252","Season_17","songs_02",7,"Raquel Trinidad, with lovelytheband","Tiny Dancer","Elton John",NA,"Eliminated"
"2253","Season_17","songs_02",8,"Bumbly, with Shaggy","Angel","Halle",NA,"Eliminated"
"2254","Season_17","songs_02",8,"Alejandro Aranda, with Ben Harper","There Will Be a Light","Ben Harper,The Blind Boys Of Alabama",NA,"Advanced"
"2255","Season_17","songs_02",9,"Laci Kaye Booth, with Brett Young","Mercy","Shawn Mendes",NA,"Advanced"
"2256","Season_17","songs_02",9,"Dimitrius Graham, with Lukas Graham","Love Someone","Lukas Graham",NA,"Advanced"
"2257","Season_17","songs_02",10,"Laine Hardy, with Elle King","The Weight","The Band",NA,"Advanced"
"2258","Season_17","songs_02",10,"Jeremiah Lloyd Harmon, with Cynthia Erivo","Time After Time","Cyndi Lauper",NA,"Advanced"
"2259","Season_17","songs_03",1,"Laine Hardy","That's All Right","Elvis Presley",NA,"Safe"
"2260","Season_17","songs_03",2,"Evelyn Cormier","The Middle","Jimmy Eat World",NA,"Not Chosen"
"2261","Season_17","songs_03",3,"Alyssa Raghu","She Used to Be Mine","Sara Bareilles",NA,"Not Chosen"
"2262","Season_17","songs_03",4,"Eddie Island","Bennie and the Jets","Elton John",NA,"Not Chosen"
"2263","Season_17","songs_03",5,"Riley Thompson","Suds in the Bucket","Sara Evans",NA,"Not Chosen"
"2264","Season_17","songs_03",6,"Wade Cota","Trouble","Josh Ross",NA,"Safe"
"2265","Season_17","songs_03",7,"Dimitrius Graham","Perfect","Ed Sheeran",NA,"Not Chosen"
"2266","Season_17","songs_03",8,"LaRae Jones","Fallin'","Alicia Keys",NA,"Safe"
"2267","Season_17","songs_03",9,"Jeremiah Lloyd Harmon","We All Fall in Love Sometimes","Elton John",NA,"Safe"
"2268","Season_17","songs_03",10,"Uché","Finesse","Drake",NA,"Not Chosen"
"2269","Season_17","songs_03",11,"Alejandro Aranda","One Dance","Drake,Wizkid,Kyla",NA,"Safe"
"2270","Season_17","songs_03",12,"Ashley Hess","Fix You","Coldplay",NA,"Not Chosen"
"2271","Season_17","songs_03",13,"Laci Kaye Booth","I Miss You","blink-182",NA,"Safe"
"2272","Season_17","songs_03",14,"Walker Burroughs","Climb Ev'ry Mountain","Peggy Wood",NA,"Safe"
"2273","Season_17","songs_04",1,"Uché","I 2 I","Tevin Campbell,Rosie Gaines","A Goofy Movie","Eliminated"
"2274","Season_17","songs_04",2,"Laci Kaye Booth","I See the Light","Mandy Moore,Zachary Levi","Tangled","Safe"
"2275","Season_17","songs_04",3,"Alejandro Aranda","Remember Me","Gael Garcia Bernal,Gabriella Flores,Libertad García Fonzi","Coco","Safe"
"2276","Season_17","songs_04",4,"Alyssa Raghu","Colors of the Wind","Judy Kuhn","Pocahontas","Safe"
"2277","Season_17","songs_04",5,"Wade Cota","You've Got a Friend in Me","Carole King","Toy Story","Safe"
"2278","Season_17","songs_04",6,"Dimitrius Graham","You'll Be in My Heart","Phil Collins","Tarzan","Eliminated"
